Ranking;Nombre;Ventas;CNAE_Original;SECTOR_NOMBRE;NIF;ventas_estimado;patentes;confianza;criterio;ano_constitucion;poblacion;numero_empleados;web_oficial;actividad_resumen;tamano_ing;complejidad_txt;cto_actual;propiedad_accionistas;private_equity_firmas;financiacion_publica_detalle;usa_inteligencia_artificial;plataforma_cloud;solvencia_txt;puntos_solv;perfil_txt;veredicto_final;conclusion_sueldo_80k;justificacion_viabilidad;score_viabilidad;provincia
3,546;KONBERBI SAL;mediana;2790;Fabricación de otro material y equipo eléctrico;A20489365;25000000;0;0.0;Sin match;1994;Azkoitia;9 (eInforma);www.konberbi.com;Automatización industrial, retrofitting de maquinaria, armarios eléctricos e instalaciones eléctricas.;~5-7 técnicos;Integrador de automatización industrial (PLCs, robótica). Perfil técnico hardware/software industrial.;No identificado públicamente;Sociedad Anónima Laboral (propiedad mayoritaria de los trabajadores);Ninguno;Hazinnova (SPRI / Innobasque);NO (Su actividad se centra en la automatización industrial tradicional, sin mención a la aplicación o desarrollo de IA en su web);Sin datos;Facturación y tamaño muy limitados. El dato de 250M€ es incorrecto. Empresa pequeña.;Bajo;Híbrido Hardware/Soft (Automatización);PYME;POSIBLE;🟡 POSIBLE (47/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4) | ⚠️ Sector industrial (+5);47.0;guipúzcoa
3,547;AUTOPULLMANS ARABA SL;mediana;4939;tipos de transporte terrestre de pasajeros n.c.o.p.;B01011766;25000000;0;0.0;Sin match;1978;Bergara;6 (Empresite);www.arababusbergara.com;Servicio público de transporte de viajeros por carretera, incluyendo servicios discrecionales y rutas escolares.;0-1 técnicos;Web corporativa básica para información y presupuestos. Sin desarrollo de software propio ni complejidad técnica.;No identificado públicamente;Sin datos;Ninguno;Subvención de Red.es detectada.;NO. No se ha identificado el uso de IA en sus operaciones o servicios.;ON-PREMISE;Facturación estimada entre 0,6 y 1,5 millones de euros. Empresa consolidada en su sector a nivel local.;Bajo;No tecnológico;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,55;BAITOR SA;mediana;2593;Fabricación de productos de alambre, cadenas y muelles;A20208732;25000000;0;0.0;Sin match;1989;Bergara;6 (einforma);www.baitor.com;Fabricación de productos de alambre, cadenas y muelles, y estampación de tornillos y bulones.;No aplica (Empresa industrial);Empresa del sector industrial metalúrgico. Su proceso productivo se basa en la estampación en caliente.;No identificado públicamente;Sin datos;Ninguno;Sin datos;NO;No aplica;La facturación real no ha podido ser confirmada. El dato de 250M€ parece anómalo para una empresa de 6 empleados.;Bajo;Industrial;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,551;SOKEPA SL;mediana;4611;Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados;B20567210;25000000;0;0.0;Sin match;1996;Hondarribia;~10-15 (Estimación);www.sokepa.com;Distribución y comercialización de productos para ganadería (nutrición, desinfección, manejo).;~1-2 técnicos (Estimación);Distribuidor de productos para ganadería, algunos con componentes tecnológicos (sensores). Baja complejidad técnica interna.;No identificado públicamente;Sociedad Limitada Unipersonal;Ninguno;Sin datos;NO (Distribuye productos de terceros que pueden usar IA, pero no hay evidencia de desarrollo o uso propio significativo).;Sin datos;Empresa consolidada con una larga trayectoria y ventas declaradas de 250M€, aunque la falta de datos públicos sobre su estructura y rentabilidad aconseja prudencia.;Alto;Comercial y de distribución, con posible soporte técnico para los productos que comercializan.;PYME;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,552;DISTRIBUCIONES ERGUI XXI SL;mediana;4662;Comercio al por mayor de máquinas herramienta;B20815601;25000000;0;0.0;Sin match;2003;Urnieta;3 (einforma);www.ergui.es;Comercialización de maquinaria de soldadura y accesorios industriales.;~1-2 técnicos;Web corporativa estándar, sin desarrollos propios aparentes ni complejidad técnica.;No identificado públicamente;Administrador único: BERNAT CASTROVIEJO JOSE-RAUL.;Ninguno;Sin datos;NO;ON-PREMISE;Facturación estimada entre 0,6 y 1,5 millones de euros. Empresa de tamaño reducido.;Bajo;Soporte técnico y mantenimiento, sin desarrollo de software.;DESCARTAR;POSIBLE;🟡 POSIBLE (43/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Sector industrial (+5);43.0;guipúzcoa
3,553;SIRKUM INGENIEROS SL.;mediana;7112;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;B47751805;25000000;0;0.0;Sin match;2016;Donostia-San Sebastián;~7-10 (eInforma/Iberinform);www.sirkum.com;Consultoría BIM y Project Management para ingeniería industrial, logística y agroalimentaria en España.;~5-8 técnicos;Ingeniería especializada en BIM (Building Information Modeling), gemelos digitales para la gestión de activos industriales y project management integral.;No identificado públicamente;Sin datos públicos disponibles sobre la estructura accionarial.;Ninguno;Ha obtenido adjudicaciones públicas por un total de 179.250 €. No hay datos específicos sobre financiación de CDTI/Hazitek/SPRI.;"SÍ - El uso de ""gemelos digitales"" y ""mantenimiento predictivo"" sugiere la aplicación de técnicas de IA y Machine Learning para la simulación y optimización de activos industriales.";Sin datos;La empresa es una PYME consolidada en su nicho. Los datos de facturación proporcionados por el usuario (250M€) son inconsistentes con los registros públicos que la clasifican como microempresa. Sus proyectos para clientes como Amazon, Irizar y Cofares demuestran capacidad técnica.;Alto;Híbrido Hardware/Software, con un fuerte enfoque en la digitalización de procesos de ingeniería industrial (BIM, Gemelos Digitales).;PYME;VIABLE;🟢 VIABLE (60/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4) | ✅ Usa IA (+8) | ✅ I+D público (+5) | ⚠️ Sector industrial (+5);60.0;guipúzcoa
3,555;NATURPOLO SL.;mediana;1052;Elaboración de helados;B75196634;25000000;0;0.0;Sin match;2018;Lasarte-Oria;18 (Empresite);www.thelocopolo.com;Elaboración y comercio al por mayor y menor de helados, pastelería y productos lácteos.;Estimación: 0-2 técnicos (probablemente externalizado);Web corporativa y de comercio electrónico estándar. Sin complejidad técnica aparente en su modelo de negocio.;No identificado públicamente;Administradores Solidarios: Oier Almandoz Laguardia, Iñigo Galdona Sanz.;Ninguno;Ha recibido subvenciones del Gobierno Vasco y Lanbide.;NO. No hay indicios del uso de inteligencia artificial en sus productos o procesos.;Sin datos;Facturación reportada entre 0.75M€ y 1.5M€. El resultado del último ejercicio disponible fue negativo. Capital social de 125.000€.;Bajo;Perfil industrial (sector alimentación), no es una empresa de base tecnológica.;PYME;DUDOSO;🟡 DUDOSO (28/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);28.0;guipúzcoa
3,556;AINGURA IIOT SL.;mediana;7112;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;B75165100;25000000;0;0.0;Sin match;2017;Donostia / San Sebastián;21 (Empresite 2024);www.ainguraiiot.com;Soluciones de IIoT y análisis de datos con IA para optimización de procesos industriales.;~10-15 técnicos;IIoT con IA/ML, Edge Computing, High Performance Computing (HPC) y Gemelos Digitales.;Javier Díaz Rozo - CTO (SPRI);Parte de Inzu Group.;Ninguno;CDTI, Fondos FEDER.;SÍ. Usan algoritmos propios de Machine Learning y IA para mantenimiento predictivo, fabricación cero-defectos, eficiencia energética y optimización de procesos industriales.;HÍBRIDA;Pertenece al sólido Inzu Group. Adjudicataria de contratos públicos de I+D (CDTI) en consorcio con otras grandes empresas. Tecnología propia con patentes en EEUU.;Alto;Híbrido Hardware (nodos Edge) y Software (IA/ML/HPC);TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (75/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 21 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ I+D público (+5) | ✅ Sector tech premium (+10);75.0;guipúzcoa
3,558;LANDOO SISTEMAS DE INFORMACION SL.;mediana;7022;Otras actividades de consultoría de gestión empresarial;B75034918;25000000;0;0.0;Sin match;2016;Donostia - San Sebastián;15 (InfoJobs);www.landoo.es;Implantación y desarrollo de soluciones a medida del software de gestión empresarial Odoo.;~5-10 técnicos;Partner oficial de Odoo, se dedican a la implantación y personalización de este ERP.;Josean Soroa - Director (Varios);Josean Soroa Mendizabal figura como Administrador Único.;Ninguno;Ayudan a sus clientes a acceder a subvenciones como Kit Digital e Industria Digitala (SPRI).;SÍ, mencionan la integración de IA en las nuevas versiones del ERP Odoo que implementan.;HÍBRIDA;Son Gold Partner de Odoo en España y tienen una trayectoria consolidada desde 2016.;Alto;Híbrido entre consultoría funcional de negocio y desarrollo de software sobre la plataforma Odoo.;PYME;VIABLE;🟢 VIABLE (66/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ Sector tech premium (+10);66.0;guipúzcoa
3,56;ANAIAK FUNDIZIOA SL.;mediana;2454;Fundición de otros metales no férreos;B75065136;25000000;0;0.0;Sin match;2012;Oiartzun;4 (eInforma);www.anaiakfundizioagipuzkoa.com;Fundición de metales no férricos como bronce, aluminio y latón.;~1-2 técnicos;Empresa industrial tradicional (fundición) sin complejidad de software aparente.;No identificado públicamente;Administrador único: ARANBURU ASTEASUINZARRA ANDONI (BORME);Ninguno;Sin datos;NO. No hay indicios de uso de IA en su web ni en las actividades descritas.;ON-PREMISE;Microempresa con facturación reportada entre 0.6M€ y 1.5M€. El dato de ventas de 250M€ parece incorrecto.;Bajo;Hardware (Industrial);DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,564;HOTEL MONTE JAIZKIBEL SL;mediana;5510;Hoteles y alojamientos similares;B20732582;25000000;0;0.0;Sin match;2000;Hondarribia;8 (eInforma);www.hoteljaizkibel.com;Explotación de establecimientos hoteleros y negocios de hostelería.;~0-1 técnicos;Web de reservas estándar. No se detecta desarrollo de software propio ni complejidad técnica.;No identificado públicamente;Ion Dorronsoro y sus padres son los propietarios.;Ninguno;Ha recibido subvenciones del Gobierno Vasco.;NO. No hay evidencia del uso de IA en sus operaciones o servicios.;ON-PREMISE;Empresa familiar con una facturación estimada entre 0,6 y 1,5 millones de euros.;Bajo;No tecnológico;DESCARTAR;DUDOSO;🟡 DUDOSO (28/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);28.0;guipúzcoa
3,565;UROLA BANAKETAK 2009 SL.;mediana;4634;Comercio al por mayor de bebidas;B75212191;25000000;0;0.0;Sin match;2019;Azpeitia;4 (eInforma);www.uroldeba.com;Comercio al por mayor de bebidas y servicio integral para hostelería.;Inexistente o subcontratado;Presencia web básica (Wordpress o similar). Sin desarrollo de software propio.;No identificado públicamente;Socio único: ZUBILLAGA IRURETA IZARO.;Ninguno;Sin datos;NO. No se detecta el uso de IA en su modelo de negocio o web.;No identificada;Facturación estimada entre 0,6 y 1,5 millones de euros. Empresa de tamaño reducido.;Bajo;No tecnológico. Empresa de distribución tradicional.;DESCARTAR;DUDOSO;🟡 DUDOSO (28/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);28.0;guipúzcoa
3,567;KLS MARTIN IPS SERVICE SL.;mediana;3250;Fabricación de instrumentos y suministros médicos y odontológicos;B75199968;25000000;0;0.0;Sin match;2018;Donostia-San Sebastián;~10-15 (Estimación basada en noticias iniciales);www.klsmartin.com;Planificación y diseño de implantes quirúrgicos a medida y soluciones para pacientes (IPS®).;~5-10 técnicos (Estimación);Software de planificación quirúrgica 3D (IPS CaseDesigner®), diseño CAD de implantes y fabricación aditiva (impresión 3D).;No identificado públicamente;KLS Martin Group (Empresa familiar alemana).;Ninguno;Ha recibido subvenciones del programa Lehen Aukera de Lanbide (Servicio Vasco de Empleo).;SÍ - Utilizan software para la simulación y verificación digital de la seguridad y el rendimiento de los implantes a medida antes de su fabricación.;No identificado públicamente (Aunque la matriz KLS Martin Group utiliza servicios cloud como AWS en otras regiones).;Filial de un grupo multinacional consolidado (KLS Martin Group) con una facturación global significativa. La matriz alemana respalda la operación en España.;Máximo;Híbrido Software/Hardware, con un fuerte componente de ingeniería biomédica y diseño 3D.;TIBURÓN;VIABLE;🟢 VIABLE (58/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Cloud público (+5) | ✅ Usa IA (+8);58.0;guipúzcoa
3,57;SOCIEDAD PUBLICA DE VIVIENDA DE IRUN-IRUNGO ETXEBIZITZARAKO ELKARTE PUBLIKOA SA;mediana;4110;Promoción inmobiliaria;A20736773;25000000;0;0.0;Sin match;2000;Irun;8 (einforma);www.irunvi.com;Promoción, construcción y gestión de viviendas de protección pública, locales y aparcamientos en Irún.;~0-2 técnicos;Gestión inmobiliaria y de promociones urbanísticas. No se detecta desarrollo de software propio, IA, u otra tecnología compleja. Su web es informativa (WordPress).;No identificado públicamente;Sociedad anónima unipersonal propiedad del Ayuntamiento de Irún.;Ninguno;Es un medio propio instrumental del Ayuntamiento de Irún, por lo que su financiación es inherentemente pública.;NO. Su actividad se centra en la promoción inmobiliaria y construcción, sin evidencia de aplicar IA en sus procesos.;ON-PREMISE;Empresa pública dependiente del Ayuntamiento de Irún. Facturación modesta (entre 1,5 y 3M€). Estabilidad presupuestaria garantizada por su matriz pública.;Alto;Gestión/Administrativo;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,572;DUCAL SERVICIO TECNICO SL;mediana;9521;Reparación de aparatos electrónicos de audio y vídeo de uso doméstico;B20453981;25000000;0;0.0;Sin match;1993;Lasarte-Oria;14 (eInforma);www.ducalserv.es;Montaje, reparación y mantenimiento de instalaciones de agua caliente y calefacción.;~10-12 técnicos;Servicio técnico de instalación y mantenimiento de hardware (calderas, sistemas de calefacción). Sin desarrollo de software propio aparente.;No identificado públicamente;Administrador único: REY MARTIN FRANCISCO JAVIER.;Ninguno;Sin datos;NO. La actividad de la empresa no sugiere el uso de IA.;No identificado;Empresa consolidada con más de 30 años de actividad. La facturación se estima entre 750.001 y 1.500.000€.;Bajo;Técnicos de campo (Hardware).;DESCARTAR;POSIBLE;🟡 POSIBLE (45/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);45.0;guipúzcoa
3,573;GELTOKI SPORT SL;mediana;4642;Comercio al por mayor de prendas de vestir y calzado;B20817706;25000000;0;0.0;Sin match;2003;Zarautz;4 (Empresite/Axesor);www.geltoki.com;Fabricación, personalización y distribución de material y ropa de natación.;Inexistente o externalizado. Foco no tecnológico.;E-commerce para la venta y personalización de productos deportivos.;No identificado públicamente;Empresa familiar, fundada por Eugenio Orbegozo.;Ninguno;Adjudicatario de contratos menores con ayuntamientos para suministros deportivos.;NO. No hay evidencia del uso de IA en sus productos u operaciones.;Sin datos;Facturación estimada entre 0,6 y 1,5 millones de euros. El dato de 250M€ del prompt parece incorrecto.;Alto;Comercio electrónico y personalización de producto. Perfil no tecnológico.;PYME;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,574;BOST TRADING COMPANY SL.;mediana;6420;Actividades de las sociedades holding;B75076380;25000000;0;0.0;Sin match;2012;Asteasu;8 (eInforma/Empresite);www.bost.es;Sociedad holding que participa en empresas del sector de la máquina-herramienta pesada.;~10-15 técnicos;Hardware. Fabricación de maquinaria pesada (tornos y fresadoras de grandes dimensiones). Complejidad en ingeniería mecánica, eléctrica y de automatización industrial (CNC), no en software.;No identificado públicamente;Administrador único: Carlos Arambarri Arrizabalaga. Estructura de propiedad no detallada públicamente.;Ninguno;Sin datos;NO. Su actividad se centra en la fabricación de maquinaria industrial tradicional sin componentes visibles de IA.;Sin datos;Empresa consolidada en el sector industrial de máquina-herramienta. La facturación de 250M€ indicada no ha podido ser verificada en fuentes públicas.;Alto;Híbrido Hardware/Automatización;DESCARTAR;POSIBLE;🟡 POSIBLE (45/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);45.0;guipúzcoa
3,575;KAPELA GOURMET SL;mediana;4639;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;B75155713;25000000;0;0.0;Sin match;2016;Andoain;3 (einforma/Empresite);www.kapela.es;Distribución al por mayor y menor de bebidas y productos de alimentación gourmet.;0 técnicos;Web presencial básica. Sin evidencia de desarrollo de software propio, IA, o complejidad técnica.;No identificado públicamente;Sociedad Limitada Unipersonal. Los administradores son Carlos Estévez e Iker Estévez.;Ninguno;Ayudas directas por COVID-19 (Gobierno Vasco).;NO. Empresa de distribución tradicional del sector de alimentación y bebidas sin tecnología aparente.;ON-PREMISE;Facturación declarada entre 0,6 y 1,5 millones de euros. Empresa familiar sin inversión externa.;Bajo;No tecnológico. Empresa enfocada en la distribución y hostelería.;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,576;IRUPAPER SL;mediana;1721;"Fabricación de papel y cartón ondulados; fabricación de envases y embalajes de papel y cartón";B20511176;25000000;0;0.0;Sin match;1994;Ibarra;12 (eInforma);www.irupaper.com;Empresa auxiliar de la industria papelera dedicada al corte y manipulación de papel y cartón.;~1-2 técnicos;Empresa industrial tradicional. Su web no muestra complejidad técnica (software, IA, etc.). La tecnología se centra en maquinaria de corte y manipulación de papel.;No identificado públicamente;Administradores Solidarios (BORME);Ninguno;SPRI;NO. No hay indicios de uso de IA en su web ni en noticias. Su sector está explorando la IA para optimizar la producción, pero no parece implementado aquí.;ON-PREMISE;Facturación no pública, pero la empresa está consolidada (fundada en 1994). El rango de ventas de 250M€ inicial es inverosímil para 12 empleados.;Bajo;Industrial / Operaciones;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,578;IPARGRAF SL;mediana;4675;Comercio al por mayor de productos químicos;B20353389;25000000;0;0.0;Sin match;1989;Zaragoza y Constantí (Tarragona);>100 (Guía Packaging 2024);www.indugrafgroup.com;Fabricación de packaging de cartón, impresión y soluciones para artes gráficas.;~5-10 técnicos;Hardware/Software (NFC, Blockchain en producto Trackpack) + ERP de gestión. Foco en automatización industrial.;No identificado públicamente;No identificado públicamente;Sin datos;Sin datos;SÍ, la compañía menciona el uso de IA para la optimización y personalización del diseño de envases y etiquetas dinámicas.;No identificado públicamente;Facturación declarada de 20M€ y más de 100 empleados. Inversiones en nueva maquinaria y tecnología (Trackpack).;Alto;Híbrido Hardware/Software con un fuerte componente industrial y de innovación en producto.;TIBURÓN;VIABLE;🟢 VIABLE (61/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 100 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8);61.0;guipúzcoa
3,582;AUTOCARES GARCIA AUTOBUSAK SL.;mediana;4931;Transporte terrestre urbano y suburbano de pasajeros;B75170076;25000000;0;0.0;Sin match;2017;Zarautz;4 (eInforma);www.garciabus.com;Transporte de viajeros por carretera, incluyendo servicios escolares, a empresas y discrecionales.;No identificado públicamente;Presencia web estándar sin evidencia de tecnologías complejas como IA, IoT o software propietario.;No identificado públicamente;Empresa familiar;Ninguno;Sin datos;NO;No identificado públicamente;Facturación entre 0,6 y 1,5 millones de euros.;Alto;No tecnológico;PYME;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,585;AI RENTALS HERIZ SL.;mediana;5590;Otros alojamientos;B75225607;25000000;0;0.0;Sin match;2019;Donostia-San Sebastián;6 (eInforma);www.no identificado públicamente;Alquiler de bienes inmobiliarios y alojamientos turísticos por cuenta propia.;Inexistente o no identificable;Gestión de activos inmobiliarios, sin desarrollo tecnológico aparente.;No identificado públicamente;Parte del grupo de inversión All Iron, fundado por Jon Uriarte y Ander Michelena.;Ninguno;Sin datos;NO. A pesar de las iniciales 'AI', la empresa se dedica al sector inmobiliario y no hay evidencia del uso de inteligencia artificial en sus operaciones.;No aplica;La empresa forma parte de All Iron Group, un grupo con una sólida trayectoria inversora fundado por los creadores de Ticketbis.;Alto;Gestión inmobiliaria y de alojamientos.;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
3,589;SPINDLE BIRATEK SL.;mediana;3312;Reparación de maquinaria;B67785550;25000000;0;0.0;Sin match;2021;Elgoibar;3 (einforma);www.reparaciondecabezales.es;Montaje, reparación y mantenimiento de maquinaria industrial, en especial máquinas herramienta, sus piezas y accesorios.;~1-3 técnicos;Servicios de reparación y mantenimiento de maquinaria industrial (husillos y electromandrinos). Utilizan tecnología avanzada para mantenimiento predictivo.;No identificado públicamente;Sin datos;Ninguno;Ha recibido una subvención del Ministerio para la Transformación Digital a través de Red.es.;NO;ON-PREMISE;Empresa de reciente creación con una facturación modesta y un número reducido de empleados.;Bajo;Híbrido Hardware/Mecánica;DESCARTAR;POSIBLE;🟡 POSIBLE (43/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Sector industrial (+5);43.0;guipúzcoa
3,592;EGILE MEKANIZATUAK SL.;mediana;2599;Fabricación de otros productos metálicos n.c.o.p.;B75159590;25000000;0;0.0;Sin match;2016;Errenteria;11 (eInforma, 2024);www.egile-group.com;Mecanizado de alta precisión para sectores como aeronáutica, packaging metálico y ciencia.;~15-25 técnicos;Hardware. Fabricación de componentes mecánicos de alta precisión, sistemas y subsistemas para la industria aeronáutica y otros sectores que requieren tolerancias extremas.;No identificado públicamente;BIE INVERSIONES 2020 SL (socio único);Ninguno;Ha recibido financiación del Gobierno de España (Cofides) y del Gobierno Vasco (Lanbide).;NO. No se menciona el uso de IA en sus productos o procesos de fabricación.;ON-PREMISE;Facturación consolidada (Egile Mechanics) y financiación pública de 10,4M€ en 2021 para reforzar su plan estratégico.;Alto;Híbrido Hardware/Soft;TIBURÓN;POSIBLE;🟡 POSIBLE (45/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);45.0;guipúzcoa
3,593;ARMALOA S.L.;mediana;5510;Hoteles y alojamientos similares;B20564563;25000000;0;0.0;Sin match;1996;Tolosa;7 (eInforma);www.no identificada (opera a través de plataformas de reservas hoteleras);Explotación de un hotel de una estrella con servicio de restaurante y cafetería.;Inexistente;Baja. Presencia online básica para la gestión de reservas hoteleras.;No identificado públicamente;Sin datos públicos detallados;Ninguno;Sin datos;NO;No identificada;Pyme del sector hotelero. La facturación real es drásticamente inferior a la indicada inicialmente.;Bajo;Empresa de hostelería tradicional sin componente tecnológico relevante.;DESCARTAR;DUDOSO;🟡 DUDOSO (28/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);28.0;guipúzcoa
3,596;CENTRO DE EXCELENCIA PID RD SA;mediana;2829;Fabricación de otra maquinaria de uso general n.c.o.p.;A20789194;25000000;0;0.0;Sin match;2002;Andoain;60 (eInforma);www.sapa.es;Investigación y desarrollo de tecnologías para la automoción y defensa, especialmente en movilidad eléctrica.;~25-35 técnicos;Centro de I+D del grupo SAPA enfocado en hardware: desarrollo de sistemas de propulsión eléctrica (e-axle), generación y gestión de potencia para vehículos pesados y de defensa.;No identificado públicamente;Familia Aperribay a través de SAPA Group.;Ninguno;CDTI, PERTE VEC, SAIOTEK (Gobierno Vasco).;NO. No se ha encontrado evidencia pública del uso de IA en sus proyectos o productos.;Sin datos;Empresa consolidada dentro de un grupo industrial (SAPA) con ventas millonarias y acceso a financiación pública recurrente para sus proyectos de I+D.;Alto;Híbrido Hardware/Software (Mecánica, Electrónica de Potencia, Sistemas Embebidos).;TIBURÓN;VIABLE;🟢 VIABLE (63/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 60 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ I+D público (+5) | ⚠️ Sector industrial (+5);63.0;guipúzcoa
3,599;TECNIFUELLE METAL SL.;mediana;2573;Fabricación de herramientas;B75047688;25000000;0;0.0;Sin match;2011;Deba;No identificado públicamente;www.tecnifuelle.com;Fabricación de fuelles, protecciones y elementos auxiliares para la industria de la máquina-herramienta.;~5-10 técnicos;Empresa industrial tradicional enfocada en la fabricación de componentes mecánicos y calderería bajo plano. Sin evidencia de un componente software complejo, IA o IoT en su producto.;No identificado públicamente;Empresa familiar o de socios privados. Administrador Único actual es Iker Perez Telleria, sucediendo a Jose Angel Perez Ortuondo en 2025. Parte de la alianza Alteyco junto a Mosnic-Irudex y Alteyco System.;Ninguno;Sin datos específicos, aunque por su sector y ubicación podría acceder a programas como Hazitek/SPRI.;NO. No hay evidencia en su web ni en noticias de que apliquen IA en sus productos o procesos de fabricación.;ON-PREMISE;La facturación indicada de 250M€ es extremadamente alta para una empresa de este tipo y no se ha podido verificar en fuentes públicas, lo que sugiere un error en el dato de origen. La empresa real parece ser una PYME industrial consolidada.;Bajo;Hardware / Industrial;DESCARTAR;VIABLE;🟢 VIABLE (50/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ I+D público (+5);50.0;guipúzcoa
